utterance,tran_raw_2025,final_intent,suggested_intent_status,intent_confidence,needs_review,intent_reason
There is a patron down at circ who said some resource we offer - Sight Tests or Site Tests? - is not working and he wants to speak with someone about it. Not sure who to direct him to?,tran_raw_2023,human_handoff,missing,medium,TRUE,Patron wants to speak with someone about a resource issue.
I need help,tran_raw_2023,human_handoff,missing,low,TRUE,Very underspecified help request; likely needs a person or clarification.
"Someone is on the phone who wants to speak to ""the reference librarian""? What number should I transfer him to?","tran_raw_2023,tran_raw_2024",human_handoff,missing,high,FALSE,Asks for phone transfer number to reach a reference librarian.
i got disconnected by accident,tran_raw_2023,human_handoff,missing,medium,TRUE,"Likely seeking reconnection to chat support, but request is underspecified."
I need a phone number,tran_raw_2023,human_handoff,missing,medium,TRUE,"Asks for a phone number, likely contact request but unspecified."
I have a retired faculty member at the circ desk that would like to talk to a librarian about ordering a book,tran_raw_2023,human_handoff,missing,medium,TRUE,User wants to talk to a librarian; ordering a book is underspecified.
Hi. I was talking with Stephanie Hilles and closed the page by accident.,tran_raw_2023,human_handoff,missing,high,FALSE,Wants to reconnect with a specific chat staff member.
hellllllllo,tran_raw_2024,human_handoff,missing,low,TRUE,Greeting only; likely opening a chat with staff.
Called back...,tran_raw_2024,human_handoff,missing,low,TRUE,Very short phone follow-up with no specific service need.
There's a woman on the phone who is looking for someone to help her look up old articles in the Miami Student - is there a # I can transfer her to?,tran_raw_2024,human_handoff,missing,medium,FALSE,Asks for a phone number to transfer patron for help.
"I was chatting with Mark, then it stopped",tran_raw_2024,human_handoff,missing,medium,FALSE,Wants to resume interrupted chat with a person.
I just lost my chat with a very helpful librarian who helped me find a special issue of the Chronicle of Higher Ed!,tran_raw_2024,human_handoff,missing,medium,TRUE,Mentions lost chat with librarian; likely wants reconnection.
"somebody is helping me with the book ""Age of AIâ by Henry Kissinger?",tran_raw_2024,human_handoff,missing,medium,TRUE,Asks if somebody is helping with prior book request.
Hello. The AI patron is ready when you are. S he is seated in the lobby by the glow up sign.,tran_raw_2024,human_handoff,missing,medium,TRUE,Continuation indicating patron is ready for librarian/person.
is there a librarian available to come down?,tran_raw_2024,human_handoff,missing,high,FALSE,Asks whether a librarian is available to come down.
got disconnected,tran_raw_2024,human_handoff,missing,low,TRUE,"Mentions disconnection, likely from chat; intent is underspecified."
is someone available to come talk to a patron?,tran_raw_2024,human_handoff,missing,high,FALSE,Explicitly asks if someone can talk to a patron.
is anyone available to help a student?,tran_raw_2024,human_handoff,missing,high,FALSE,Asks whether anyone is available to help a student.
Hello could you connect me with Lauren I did a search and my chat disappeared,tran_raw_2024,human_handoff,missing,medium,FALSE,Asks to be connected with a person after chat issue.
Nate can you please come back down,tran_raw_2024,human_handoff,missing,medium,TRUE,Asks a named person to come assist now.
I got disconnected from Roger Justus,tran_raw_2024,human_handoff,missing,medium,TRUE,"User indicates disconnection from a person, likely needs reconnection or handoff."
I think I was talking with Josh,tran_raw_2024,human_handoff,missing,low,TRUE,"User likely wants to reconnect with a person, but request is underspecified."
I have a patron on the phone that needs help with an online resource,tran_raw_2024,human_handoff,missing,medium,TRUE,"Asks for help with an online resource via patron on phone; likely needs staff assistance, but resource issue is unspecified."
I have a patron on the phone that's asking if we subscribe to a specific journal. Who should I transfer to?,tran_raw_2024,human_handoff,missing,medium,TRUE,"Asks who to transfer patron to; contact/triage need, though journal availability is involved."
Patron requesting to speak with a librarian... He's at the King Circ Desk right now. Is someone available to meet with him? Thanks!,tran_raw_2024,human_handoff,missing,medium,TRUE,Requests immediate availability to speak/meet with a librarian; purpose unspecified.
"sorry, I clicked away from my chat I was talking to Jaclyn Spraetz",tran_raw_2024,human_handoff,missing,medium,FALSE,User wants to resume chat with a person.
Hi librarian I hope you're having a good day!,tran_raw_2024,human_handoff,missing,low,TRUE,Greeting addressed to librarian with no specific service need.
patron who wants to do a quick interview with someone about Sharon Draper any takers?,tran_raw_2024,human_handoff,missing,medium,TRUE,Asks for someone available to interview about Sharon Draper.
i'm sorry that I just disconnected by accident,tran_raw_2024,human_handoff,missing,low,TRUE,"Reconnect/apology implies ongoing chat, but no service need stated."
Patron calling via phone...can i transfer to you?,tran_raw_2024,human_handoff,missing,high,FALSE,Asks to transfer a phone patron to someone.
Hello. Is there someone in addition to Cara that could answer some game night questions for a patron?,tran_raw_2024,human_handoff,missing,medium,TRUE,Asks for someone who can answer patron game night questions.
talking with roger think I cut him off,tran_raw_2024,human_handoff,missing,medium,TRUE,User likely wants to reconnect with a person they were speaking to.
She is having trouble accessing a video through the Libraries' website. Is anyone available to come speak with her? Thank you!,tran_raw_2024,human_handoff,missing,medium,TRUE,Requests someone available to help with access issue; access context is underspecified.
I accidenlty closed the chat,tran_raw_2024,human_handoff,missing,low,TRUE,"Likely wants to reconnect to chat, but underspecified."
I am a faculty member and I am working on a tight deadline for a grant,tran_raw_2024,human_handoff,missing,low,TRUE,Incomplete request; deadline implies needing immediate help but service need unspecified.
I'm so sorry I got disconnected from my chat!,tran_raw_2024,human_handoff,missing,medium,FALSE,References reconnecting to a live chat.
I want to request for a notary letter from Kings library. Who can I contact to help me with this service please?,tran_raw_2024,human_handoff,missing,medium,TRUE,Asks who to contact for a notary letter service.
"There's a man on the phone - ""a historian from another institution"" - looking for ""anyone in the reference department of the library"", is there anyone in the building today that I can transfer him to?",tran_raw_2024,human_handoff,missing,high,FALSE,Wants someone in reference department to transfer caller to.
I have a patron asking about an ebook at the desk but we're having some trouble. Can someone please come down,tran_raw_2024,human_handoff,missing,high,FALSE,Explicitly asks someone to come help at the desk.
Got disconnected from Zachary,tran_raw_2024,human_handoff,missing,medium,TRUE,User indicates lost chat connection with a person.
There's a woman on the phone who needs help finding a passage from a book we apparently have on our shelf - is there anyone that I could transfer her to?,tran_raw_2024,human_handoff,missing,high,FALSE,Asks for someone to transfer patron to for help.
Might you come down to circulation? A patron is intetested in checking out ebooks and would like a primer on how-to.,tran_raw_2024,human_handoff,missing,medium,TRUE,User asks someone to come to circulation for in-person help; ebook topic is underspecified.
I have a patron down here looking for books by Michael Naas about philosophy in general. could someone come down to help him?,tran_raw_2024,human_handoff,missing,medium,TRUE,User asks someone to come help a patron; could also involve research/resource help.
"Hi, I am Raina, and I am completing a scavenger hunt. Would you be able to answer a few questions?",tran_raw_2024,human_handoff,missing,medium,TRUE,Asks for someone to answer questions; specific library need not stated.
We have a patron that needs help looking up a book. Can someone please come down and help,tran_raw_2024,human_handoff,missing,high,FALSE,Explicitly asks for someone to come help a patron.
Can you please come help at the King Circ Desk? Patron needs help locating a biography. Thank you!,tran_raw_2024,human_handoff,missing,medium,TRUE,Requests immediate in-person help at circulation desk for a patron.
what is miamiu's library's email?,tran_raw_2024,human_handoff,missing,high,FALSE,Asks for the library email contact.
I got a couple of questions i need answered for a class,tran_raw_2024,human_handoff,missing,low,TRUE,Vague request for questions answered; likely needs live assistance.
"Hi, we have a patron on the phone that would like to speak with a librarian. Who can I transfer to?",tran_raw_2024,human_handoff,missing,high,FALSE,Requests transfer to a librarian for a patron.
For a project for my entrepreneur class I have to ask about the pains gains and jobs (jobs as a student like retaining information) is there any way I can interview you?,tran_raw_2024,human_handoff,missing,medium,TRUE,Asks to interview library staff for a class project.
"Hello! I am doing an assignment for a Children's Literature course that requires us to reach out and ask some questions to a librarian at our local library - if you would be able to be of assistance in any way, that would be wonderful!",tran_raw_2024,human_handoff,missing,medium,FALSE,Requests assistance from a librarian for assignment questions.
Hello - I was chatty with Barry and was disconnected,tran_raw_2024,human_handoff,missing,high,FALSE,Wants to reconnect after being disconnected from staff chat.
Follow up BCC question,tran_raw_2024,human_handoff,missing,low,TRUE,Very underspecified follow-up question likely needs a person.
Had a chat with Zachary but lost it...,tran_raw_2024,human_handoff,missing,medium,TRUE,User lost prior chat and likely needs reconnection to assistance.
Can I transfer a call to you? A patron needs assistance accessing an e-resource.,tran_raw_2024,human_handoff,missing,medium,FALSE,Explicitly asks to transfer a call for patron assistance.
I have a patron that needs assistance accessing an ebook? Can I have them phone you?,tran_raw_2024,human_handoff,missing,high,FALSE,User asks to phone library staff for help accessing an ebook.
"Meng, Do you see the chat history now?",tran_raw_2024,human_handoff,missing,low,TRUE,Personal chat continuity message to named person.
"Hi Jenny, I refreshed the page and lost you",tran_raw_2024,human_handoff,missing,medium,TRUE,Attempts to reconnect with named chat staff.
Helllo meng,tran_raw_2024,human_handoff,missing,low,TRUE,Greeting directed to named person only.
"I was talking to Jaclyn about my problem and got suddenly disconnected, can I be connected to them again?",tran_raw_2024,human_handoff,missing,high,FALSE,User asks to reconnect with a chat helper.
i was just in a chat with megan and she was helping me and i closed out of it on accident!,tran_raw_2024,human_handoff,missing,high,FALSE,Wants to resume chat with a human helper.
"Hello, I just received a link for articles for Islamic Feminism in 2020 and none of the sources had any details or links. Im not sure what had happened.Is there anyway to resend it. Thank you",tran_raw_2024,human_handoff,missing,medium,TRUE,Asks to resend sources from prior librarian interaction.
"good afternoon, I was wondering if i could get those sources for islamic feminism in 2020. I've had a few links that havent worked.",tran_raw_2024,human_handoff,missing,medium,TRUE,Wants prior sources resent after broken links.
Hi! I need to transfer a phone call to a librarian,tran_raw_2024,human_handoff,missing,high,FALSE,Wants to transfer a phone call to a librarian.
"Customer: Hello are you there AIAgent: Hello! Yes, Im here to assist you. How can I help you today?",tran_raw_2024,human_handoff,missing,low,TRUE,Only asks whether someone is present; no service need stated.
I was disconnected I was chatting with Jenny,tran_raw_2024,human_handoff,missing,high,FALSE,Wants to reconnect with a previous human chat agent.
Disconnect,tran_raw_2024,human_handoff,missing,low,TRUE,"Likely chat control/request to end interaction, not a service need."
"Hi there, anyone available?",tran_raw_2024,human_handoff,missing,high,FALSE,Asks whether someone is available to help now.
"Hi, anyone there?",tran_raw_2025,human_handoff,missing,high,FALSE,Asks if a person is there.
Hello. Could I give you a quick call? What's your number?,tran_raw_2025,human_handoff,missing,high,FALSE,Explicitly asks to call and requests phone number.
Are you still there?,tran_raw_2025,human_handoff,missing,medium,TRUE,Chat continuity question implying desire for a live respondent.
Hi! I was talking with a librarian about finding Dominican Republic architecture resources and accidentally deleted the chat,tran_raw_2025,human_handoff,missing,medium,TRUE,Wants to reconnect after losing a librarian chat.
There's a man on the phone wanting to know if he can get a pdf copy of a thesis he wrote when he was a grad student at Miami - he's been super vague about details! Is there anyone I can transfer him to?,tran_raw_2025,human_handoff,missing,medium,FALSE,Explicitly asks if there is someone to transfer caller to.
Hey! Is one of you off campus?,tran_raw_2025,human_handoff,missing,low,TRUE,Short utterance appears to ask staff availability/location.
Barry I am trying to get ahold of Alia in SPEC -- no one is answereing the phone Are you upstairs and can you check -- says open unit 5 pm,tran_raw_2025,human_handoff,missing,high,FALSE,Trying to reach a person in Special Collections by phone.
somehow I got disconnected,tran_raw_2025,human_handoff,missing,medium,TRUE,Disconnected from prior chat; likely needs reconnection to staff.
Hi I have a few questions,tran_raw_2025,human_handoff,missing,low,TRUE,Vague opening with no specific library service need.
Just disconnected on accident,tran_raw_2025,human_handoff,missing,low,TRUE,Likely reconnecting to a prior chat after disconnection.
Patron here at King Circ Desk... Wants to look at Russian grammar books... Is someone available to come speak with her? Or where can I direct her? Thank you!,tran_raw_2025,human_handoff,missing,medium,TRUE,Asks if someone is available to speak with patron now.
There's a patron on the phone who needs help connecting to Kanopy - who can I transfer her to?,tran_raw_2025,human_handoff,missing,medium,FALSE,Asks who to transfer a patron to for immediate help.
i was just on the chat with someone named jenny but it ended,tran_raw_2025,human_handoff,missing,high,FALSE,User wants to reconnect after a chat with a person ended.
Hi! Can someone please come down and help a student look up a book,tran_raw_2025,human_handoff,missing,medium,FALSE,Explicitly asks someone to come help a student.
reconnecting to previous message,tran_raw_2025,human_handoff,missing,low,TRUE,Only indicates reconnecting to a prior chat; intent is underspecified.
I was chatting with Jen but my internet went down,tran_raw_2025,human_handoff,missing,medium,TRUE,Wants to reconnect with a prior chat staff member.
Patron... Alum at King Circ Desk... Would like info on past MU employee... Also an author... Is someone available to chat with him right now?,tran_raw_2025,human_handoff,missing,high,FALSE,Explicitly asks if someone is available to chat right now.
Patron request to see librarian,tran_raw_2025,human_handoff,missing,medium,TRUE,"Requests seeing a librarian, but purpose is unspecified."
Hi I asked about Ulrich's Periodical Directory and accidentally closed by browser. I was chatting with Nate,tran_raw_2025,human_handoff,missing,high,FALSE,Wants to reconnect with prior chat staff member.
Can a librarian come down to circ talk to a patron?,tran_raw_2025,human_handoff,missing,high,FALSE,Requests a librarian come talk to a patron.
is there someone i can transfer a phone call to?,tran_raw_2025,human_handoff,missing,high,FALSE,Asks for someone to transfer a phone call to.
I have a patron who needs to call you.,tran_raw_2025,human_handoff,missing,high,FALSE,Patron needs to call library staff.
can someone come help a patron in person please,tran_raw_2025,human_handoff,missing,high,FALSE,Explicitly requests in-person help from someone.
Can someone please come down to assist patron with finding books,tran_raw_2025,human_handoff,missing,medium,FALSE,Requests someone come assist a patron in person.
Is someone available to take his call?,tran_raw_2025,human_handoff,missing,medium,FALSE,Asks whether someone is available to take a call.
"Hi, sorry I accidentally closed the window after asking my questions! I think I asked a question to Roger if that helps?",tran_raw_2025,human_handoff,missing,medium,TRUE,User references prior chat with named person and wants reconnection.
lost you again. I'm back.,tran_raw_2025,human_handoff,missing,low,TRUE,Very short reconnection message after lost chat.
Hello . Are you available to help a patron in person?,tran_raw_2025,human_handoff,missing,high,FALSE,Asks if someone is available to help a patron in person.
Sorry closed out of the chat...,tran_raw_2025,human_handoff,missing,low,TRUE,Chat continuation with no service need stated.
Can someone please come down to help a patron with looking up a video?,tran_raw_2025,human_handoff,missing,medium,TRUE,Asks for someone to come help; resource lookup context is underspecified.
Hello. Is Lauren available?,tran_raw_2025,human_handoff,missing,medium,TRUE,"Asks whether a person is available, likely seeking live contact; name lacks role context."
On the phone has a question... May I transfer the call to someone? Thank you!,tran_raw_2025,human_handoff,missing,high,FALSE,User asks to transfer a phone call to someone.
Could you answer some questions for my scavenger hunt?,tran_raw_2025,human_handoff,missing,medium,TRUE,User asks for interactive help; specific library service need is unspecified.
test - does this come to the regional folks or oxford,tran_raw_2025,human_handoff,missing,medium,TRUE,Testing where chat reaches; essentially contact/routing to staff.
having login issues be back on soon,tran_raw_2025,human_handoff,missing,low,TRUE,"Brief status message about login, likely chat continuation rather than a service request."
I was talking to Megan J about my paper and I got disconnected,tran_raw_2025,human_handoff,missing,high,FALSE,Wants to reconnect after being disconnected from a person.
It got disconnected,tran_raw_2025,human_handoff,missing,medium,TRUE,Mentions disconnected chat; likely needs reconnection to person.
"Hello, I think i just got kicked off",tran_raw_2025,human_handoff,missing,medium,TRUE,Reports being disconnected from an active chat session.
I thikn we got disconnected,tran_raw_2025,human_handoff,missing,medium,TRUE,"Reports chat disconnection, implying need to reconnect with support."
"hello, I have a faculty member who is asking to speak on the phone to the librarian they were just chatting with, could I have an extension number so i can transfer them?",tran_raw_2025,human_handoff,missing,high,FALSE,User asks for phone extension to reach a librarian.
"Hi Katie, I apparently left the chat when I tried toback up to investigate.",tran_raw_2025,human_handoff,missing,low,TRUE,User references ongoing chat with a named person; no specific service need stated.
sorry about that -- was trying to verify my sign in and got disconnected from the chat,tran_raw_2025,human_handoff,missing,medium,TRUE,"Refers to reconnecting after chat disconnection, not a topical service request."
Could one of the librarians come down to the circulation desk? We have a student and parent with very specific questions regarding improving writing skills.,tran_raw_2025,human_handoff,missing,medium,TRUE,Requests a librarian come assist in person.
is someone available to come down and help a patron?,tran_raw_2025,human_handoff,missing,high,FALSE,Explicitly asks if someone can come help a patron.
"I was just speaking to a librarian about school drpout rates in Cincinnati, but was disconnected. Is there a way I can resume my conversation?",tran_raw_2025,human_handoff,missing,high,FALSE,Wants to resume a disconnected conversation with a librarian.
can you come down and help a patron?,tran_raw_2025,human_handoff,missing,medium,TRUE,"Requests in-person help for a patron, but context is underspecified."
can someone come down and help a patron?,tran_raw_2025,human_handoff,missing,high,FALSE,Explicitly asks for someone to help a patron.
"Sorry, we just got disconnected. Here I am again.",tran_raw_2025,human_handoff,missing,low,TRUE,Continuation after disconnected chat; no specific service stated.
Sorry Mark-- I lost you. Would it be easier to speak by phone?,tran_raw_2026_5,human_handoff,missing,high,FALSE,User asks to speak by phone with a person.
"Hello. I have a patron seeking a title that appears in Alma as an electronic resource, but appears in their search as a review only. Could I send his phone call to you for some additional digging?",tran_raw_2026_5,human_handoff,missing,medium,FALSE,Asks to send a patron’s phone call for help.
Might you come down and assist a patron?,tran_raw_2026_5,human_handoff,missing,high,FALSE,Explicitly requests someone come assist a patron.
Can someone please come down to talk with a patron?,tran_raw_2026_5,human_handoff,missing,high,FALSE,Requests someone come talk with a patron.
"Hi, I'm a Librarian in Ghana and will like to ask a few questions",tran_raw_2026_5,human_handoff,missing,medium,TRUE,Asks to ask questions but gives no specific service need.
I was just connected with a librarian and the chat got disconnected,tran_raw_2026_5,human_handoff,missing,high,FALSE,User wants reconnection after losing chat with a librarian.
"Hi, I have two questions. Can you help?",tran_raw_2026_5,human_handoff,missing,low,TRUE,Generic request for help with no specific library need stated.
The Graduate School has received a request to access a 1989 dissertation from the Louisiana Department of Wildlife and Fisheries. Is there someone in the library I can send the email request to?,tran_raw_2026_5,human_handoff,missing,medium,TRUE,Asks for someone to send an email request to.
"There is a student here looking for a laptop cover that Roger set aside for his dad, Steven Dick. Any ideas where it might be?",tran_raw_2026_5,human_handoff,missing,medium,TRUE,Asks staff to locate a set-aside personal item.
I think I accidentally disconnected,tran_raw_2026_5,human_handoff,missing,medium,TRUE,"Likely wants reconnection to prior chat, but request is underspecified."
lost the chat with Jenny,tran_raw_2026_5,human_handoff,missing,medium,TRUE,Mentions lost chat with a named person; likely wants reconnection.
"Hello is anyone available, I need help",tran_raw_2026_5,human_handoff,missing,high,FALSE,Asks if anyone is available for help.
Sorry it kicked me out of the chat.,tran_raw_2026_5,human_handoff,missing,medium,TRUE,Chat reconnection context implies needing live chat help.
Can i make a complaint on a staff?,tran_raw_2026_5,human_handoff,missing,medium,TRUE,User wants to make a staff complaint; likely needs contact/escalation.
is there someone in the building available to help a patron,tran_raw_2026_5,human_handoff,missing,high,FALSE,Asks if someone in the building can help a patron.
Hi I was just connected with a librarian named Stephanine but the chat got disconnected,tran_raw_2026_5,human_handoff,missing,high,FALSE,Wants reconnection after chat with a librarian disconnected.
"Hello! I'm interested in having someone from the libraries come in and talk to my capstone students about conducting research, how to use various databases / resources, and perhaps any tools for organizing findings.",tran_raw_2025,instruction_request,overridden,high,FALSE,Instructor requests librarian-led session for students on research and resources.
Hello! I am looking for a librarian who can give my class a workshop on how to use Wordpress/ create a class blog. Can you please let me know who I should contact?,tran_raw_2024,instruction_request,overridden,high,FALSE,Instructor seeks a librarian-led class workshop and contact.
Good morning. I need to bring 25 students to the library today to show them how to find books in the stacks. Would a librarian be available for a quick tour.,tran_raw_2023,instruction_request,overridden,high,FALSE,Instructor requests librarian-led tour for students.
Do you have a resource I can use to show students about the difference between primary and secondary sources for research?,tran_raw_2023,instruction_request,missing,medium,FALSE,Instructor seeks teaching resource for research concepts for students.
How do I get a field trip for my class to come talk to a librarian ?,tran_raw_2023,instruction_request,missing,high,FALSE,Instructor asks about bringing a class to talk with a librarian.
"I have three students who are looking for information about the myaamia tribe, is there someone who could come down and speak with them?",tran_raw_2024,instruction_request,missing,medium,FALSE,Request for someone to speak with students.
I was wondering who I should contact if I want to get a tour of the library/a space for my UNV 101 class?,tran_raw_2024,instruction_request,missing,medium,TRUE,Asks contact for a class library tour/space for UNV 101.
I'm teaching unv 101!,tran_raw_2024,instruction_request,missing,low,TRUE,Very short; teaching course may imply library instruction context.
"Could someone come to my class (Mosler 306, WF 8:30 - 9:50) or may I bring my class to Rentschler Library in Schwarm one day next week or the week after?",tran_raw_2025,instruction_request,missing,high,FALSE,Instructor asks for librarian-led class visit or library instruction session.
"Hi, do you have any guides / resources to share with students to teach them about lit reviews?",tran_raw_2025,instruction_request,missing,medium,TRUE,Asks for teaching resources for students; could be instruction support or research help.
"Hello! I am teaching a 200-level WGS writing class this semester, and I was wondering if there are opportunities for library visits organized for students. If yes, then I would love to know how to book such a visit. Thank you!",tran_raw_2026_5,instruction_request,missing,high,FALSE,Instructor wants to book library visit for class.
"Hello! Is it possible now to order a book from the SW Depository? I don't see the ""Request Item"" tab in a book entry...",tran_raw_2025,interlibrary_loan,overridden,high,FALSE,Asks about ordering a book from SW Depository storage.
how do I request a copy of an article?,tran_raw_2025,interlibrary_loan,overridden,medium,FALSE,Article copy requests generally use ILL/document delivery workflows.
Reason and value / E.J. Bond It appears in Ohio Link but not in our database when I do the search. How can I request it? BD435 .B548 1983,tran_raw_2023,interlibrary_loan,overridden,high,FALSE,OhioLINK item request question.
"Hi I am looking for some books but am only finding reviews in our database. Do I need to do a separate search in Ohio Link, or what might be the best way to get access?",tran_raw_2024,interlibrary_loan,overridden,high,FALSE,Asks about using OhioLINK to access books beyond current database results.
"hi, how do I best get my hands on two dissertations that I have located through Proquest Dissertations, but which our institution does not pay for full text access (only 25-page preview:(",tran_raw_2025,interlibrary_loan,overridden,high,FALSE,"User needs access to dissertations not available full text locally, likely via ILL/borrowing."
"Is there a delay on ILL requests? I put in some requests for articles last Friday. These usually come back the same day. They are online, but not in databases we have access to.",tran_raw_2025,interlibrary_loan,overridden,high,FALSE,Asks about delayed ILL article requests.
Am I able to request access to an article if I can't find it on the databases?,tran_raw_2025,interlibrary_loan,overridden,high,FALSE,Asks about requesting access to an article not found in databases.
What is the SW Depository and where can I find an article in it?,tran_raw_2023,interlibrary_loan,overridden,medium,TRUE,SW Depository suggests storage/depository request and finding an article there.
I want to order The Writings of James Madison E302 .M22 v.3 from the SW Depository. I can't see how to order just that volume.,tran_raw_2025,interlibrary_loan,invalid,high,FALSE,Asks how to request a specific SW Depository volume.
My request on Ohio link is not going through. Can you help me request a book?,tran_raw_2023,interlibrary_loan,accepted,high,FALSE,OhioLINK book request problem falls under interlibrary borrowing.
I can't figure out how to request a book from an Ohio pu,tran_raw_2025,interlibrary_loan,accepted,high,FALSE,Requesting a book from OhioLINK/another Ohio library fits interlibrary borrowing.
How do I request a book through World Cat?,tran_raw_2023,interlibrary_loan,accepted,high,FALSE,WorldCat book request indicates borrowing through another library.
I would like to get the book Functional Programming Made Easier - A Step-by-Step Guide by Charles Scalfani. I think that our library does not have it. I have forgotten how to request it from the Interlibrary loan. Can you help?,tran_raw_2023,interlibrary_loan,accepted,high,FALSE,User asks how to request an unavailable book through Interlibrary Loan.
I requested an interlibrary loan on a dissertation file. How will I know when it is available? Will I receive an email or do I need to check back to an account somewhere?,tran_raw_2023,interlibrary_loan,accepted,high,FALSE,Asks about notification and account status for an ILL dissertation request.
How can I request a book that is not in the Miami collection? I have used OhioLink in the past but don't see that option on the library page,tran_raw_2023,interlibrary_loan,accepted,high,FALSE,Requesting a non-Miami book via OhioLINK or ILL.
Hi! I am wondering how to put in an ILL request for a research article,tran_raw_2023,interlibrary_loan,accepted,high,FALSE,Explicitly asks how to place an ILL request for an article.
How do I make an Inter-library loan request (nowadays)?,tran_raw_2023,interlibrary_loan,accepted,high,FALSE,Asks how to make an interlibrary loan request.
I need help with doing an interlibrary loan,tran_raw_2023,interlibrary_loan,accepted,high,FALSE,Needs help with interlibrary loan.
"I need to request the hard copy volumes of Research Quarterly in Exercise and Sport from 2013 to 2022. Could you help me do this? When I log into the ILLiad system, I don't see a place to request the physical volume in hard copy.",tran_raw_2023,interlibrary_loan,accepted,high,FALSE,Needs help requesting hard-copy volumes through ILLiad.
"Hello, how can i access interlibrary loan in the libraries' site?",tran_raw_2023,interlibrary_loan,accepted,high,FALSE,Asks how to access interlibrary loan on the library site.
"I recently changed my password and can't remember exactly what to. i can get books from king, but not ohiolink. how do i find out my password?",tran_raw_2023,interlibrary_loan,accepted,medium,TRUE,Password issue specifically affects OhioLINK borrowing access.
"Hello, can I renew an interlibrary loan book? Thank you",tran_raw_2023,interlibrary_loan,accepted,high,FALSE,Asks whether an interlibrary loan book can be renewed.
I have ordered an ILL book. It says awaiting customer contact. What does that mean?,tran_raw_2023,interlibrary_loan,accepted,high,FALSE,Asks about status message for an ordered ILL book.
"Whenever I try to log in to ILLiad, it tells me I have invalid ID. I'm trying to access articles not directly available through Miami.",tran_raw_2023,interlibrary_loan,accepted,high,FALSE,ILLiad login problem while trying to access unavailable articles.
I requested a textbook through OhioLink and am trying to get it shipped to OSU campus since I live near there - how will I know if my request went through?,tran_raw_2023,interlibrary_loan,accepted,high,FALSE,Asks about OhioLINK request status and shipment.
"I have ""Cancelled by ILL staff"" on some of my ILL requests, including one which I have the book with me right now. Why have they been canceled and how do I remedy this?",tran_raw_2023,interlibrary_loan,accepted,high,FALSE,Asks why ILL requests were cancelled and how to fix them.
"I am trying to use ILLiad to get a PDF from a book, and I keep getting the error, Invalid session id. Please logon again.",tran_raw_2023,interlibrary_loan,accepted,high,FALSE,ILLiad error while trying to request a PDF from a book.
"Hi--I'm trying to order this book to get mailed to me but it does not show in Miami's catalogue in a search, only the OH Link site: https://olc1.ohiolink.edu/search/t?SEARCH=princely+magnificence%3A+court+jewels",tran_raw_2024,interlibrary_loan,accepted,high,FALSE,Book only appears in OhioLINK and user wants it mailed.
Can I return Ohiolink books to any participating library in Ohio?,tran_raw_2024,interlibrary_loan,accepted,high,FALSE,Asks about returning OhioLINK books to participating libraries.
Helping my student. They requested a book through OhioLINK. How will they know when it is ready for pick up? Will they receive an email?,tran_raw_2024,interlibrary_loan,accepted,high,FALSE,Question about OhioLINK request pickup notification.
How do I request a renewal on my Interlibrary Loan book?,tran_raw_2024,interlibrary_loan,accepted,high,FALSE,Renewal request specifically for an Interlibrary Loan item.
https://ill.lib.miamioh.edu/illiad/illiad.dll I am having difficulty logging into the website above.,tran_raw_2024,interlibrary_loan,accepted,high,FALSE,Login difficulty with ILLiad interlibrary loan system.
When trying to ask for an inter library loan for https://pubs.acs.org/doi/10.1021/acsreagents.4260 the system was not allowing me to. Can I have help requesting it?,tran_raw_2024,interlibrary_loan,accepted,high,FALSE,Needs help placing an interlibrary loan request.
"Hi, It is possible to loan via ILL or OhioLink DVD's? There are DVD's I would like to gain access for a course that I'm teaching next semester.",tran_raw_2024,interlibrary_loan,accepted,high,FALSE,Asks whether DVDs can be borrowed via ILL or OhioLINK.
"Hello, I recently was helped to find a book on worldcat, but I am unsure how to actually request the book. Is there anywhere I can follow steps for this?",tran_raw_2024,interlibrary_loan,accepted,high,FALSE,Asks how to request a book found in WorldCat.
"Hi, how do I know when a book i requested on OhioLink made it to the art/arch library? Will I get an email?",tran_raw_2024,interlibrary_loan,accepted,high,FALSE,Question about OhioLINK item arrival and notification.
the book I seek is not in MU Libraries. How can I search OhioLink or request by ILL?,tran_raw_2024,interlibrary_loan,accepted,high,FALSE,Asks how to search OhioLINK or request by ILL.
"Hello, How do I know if the book I requested from OhioLINK has arrived or not?",tran_raw_2024,interlibrary_loan,accepted,high,FALSE,Asks whether an OhioLINK requested book has arrived.
"Hi, I am trying to get a copy of a book and am blanking on how to request (such as an interlibrary loan) it if Miami doesn't own a copy. Can you remind me where I can find that form?",tran_raw_2024,interlibrary_loan,accepted,high,FALSE,Asks where to find form for ILL request.
Hi. Who is the best person to call about an Ohiolink question?,tran_raw_2024,interlibrary_loan,accepted,medium,FALSE,Asks who to call about an OhioLINK borrowing question.
"Hi, I ordered multiple books from OhioLink and was wondering whether you might be able to check to see if they are in? I know I'm notified but sometimes that's later and I'm working on a book. Thanks!",tran_raw_2024,interlibrary_loan,accepted,high,FALSE,Wants status check on OhioLINK requested books.
